Title,Description,Published Date,Location,URL
Public Affairs-projektleder til to af vores vigtigste politiske aktiviteter,"Er du en erfaren Public Affairs-projektleder med talent og passion for at drive politiske projekter, og går du til dine opgaver med et skarpt blik for detaljen og et smil på læben? Så er du måske den projektleder, vi mangler i vores Public Affairs-afdeling.",2024-04-05,Nordhavn,https://www.jobindex.dk/vis-job/h1458080
Test manager til kvalitetssikring af store IT-leverancer til sundhedssektoren,Vil du være med til at sikre sundhedspersonalet i Region Hovedstaden den rette kvalitet i de digitale løsninger og en god brugeroplevelse? Og har du erfaring med test management og kvalitetssikring?,2024-04-05,København Ø,https://www.jobindex.dk/vis-job/h1458078
Konsulenter til meningsfyldt arbejde i Center for Skolevægring Frederiksberg og Islands Brygge,"Har du altid drømt om at være en del af et dedikeret hold, der forvandler udfordringer til muligheder og skaber en positiv indflydelse for børn og unge?",2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1458077
Freelance-sælgere søges,"Seriøst og veletableret firma, som eksporterer og importerer fødevarer fra hele verden.",2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1458074
Lærer til drengegymnastik pr. 1/8 2024,"I drengegymnastikken bliver du en del af et fagteam, og du skal have kompetencerne til at undervise i både rytmisk drengegymnastik og spring. Derudover forventer vi, at du kan varetage undervisningen i mindst ét bogligt fag på 9 og 10. klasses niveau. Har du valgfag, du brænder for, hører vi også gerne om det.",2024-04-05,Haverslev,https://www.jobindex.dk/vis-job/h1458073
Quality Assurance Specialist,"Would you like to be part of a strong and very skilled QA team supporting the qualification of GxP manufacturing equipment, facilities and utility systems?",2024-04-05,Kvistgård,https://www.jobindex.dk/vis-job/h1458071
Projektkonsulent,"Dansk Squash inviterer dig til at blive en del af vores ambitiøse og engagerede team af ansatte og bestyrelse, som arbejder målrettet mod at løfte squashsporten til nye højder i Danmark. Ansøg allerede i dag og vær med til at forme fremtidens dansk squash.",2024-04-05,Brøndby,https://www.jobindex.dk/vis-job/h1458069
Foreningsansvarlig og ledelsesstøtte til Stakeholder Management,"Trives du med mange bolde i luften og hands on-opgaver i en central rolle? Er du skarp og hurtig til at eksekvere? Og har du flair for at skabe struktur, overblik og gode relationer? Så har vi måske jobbet til dig.",2024-04-05,Hørsholm,https://www.jobindex.dk/vis-job/h1458068
Har du interesse for socialpsykiatri samt arbejdet med børn og unge?,"Dyssegården har sidste år udvidet med børne-/ungepladser. Vi har brug for de sidste kollegaer, der har vedholdenhed og stor dedikation til vores arbejdsområde. Samt ikke mindst lyst til at være medskabende af et trygt og støttende miljø for dem, der har mest behov for det.",2024-04-05,Kokkedal,https://www.jobindex.dk/vis-job/h1458067
Junior Instructional Designer,"Vil du være med til at arbejde med fremtidens læringsmetoder og har stor interesse for videoproduktion, læring, AI-platforme og formidling?",2024-04-05,København K,https://www.jobindex.dk/vis-job/h1458063
Kundeservicechef,Er du motiveret for at lede transformationer og skabe enestående kundeoplevelser i et digitalt miljø?,2024-04-05,København SV,https://www.jobindex.dk/vis-job/h1458062
Event & Partnership Manager,"Til vores B2B afdeling søger vi en Event & Partnership Manager, der sammen med vores aktiveringsafdeling skal drive vores hospitality og aktivering af sponsorer til næste niveau, og skabe endnu mere værdi for vores partnere.",2024-04-05,Aarhus C,https://www.jobindex.dk/vis-job/h1458061
Familiens Hus søger studentermedhjælper,"Familiens Hus i Høje-Taastrup er et partnerskab mellem Ngo’en Mødrehjælpen og Høje-Taastrup Kommune. Formålet med Familiens Hus er, gennem socialt gruppearbejde, at formidle viden og skabe netværk, øge forældreskabs- og handlekompetencer samt skabe job - og uddannelsesparathed blandt gravide, mødre og deres partner.",2024-04-05,Taastrup,https://www.jobindex.dk/vis-job/h1458060
Vil du være en del af vores tværfaglige team? Vi har brug for en socialfaglig eller sundhedsfaglig kollega med interesse indenfor dobbeltdiagnosebehandling,"Vi søger en socialrådgiver, pædagog eller sygeplejerske med erfaring, eller som er interesseret i af få erfaring, indenfor dobbeltdiagnoseområdet. ",2024-04-05,Valby,https://www.jobindex.dk/vis-job/h1458056
Pædagog 34-37 timer til bosted med høj faglighed og højt humør,"Skelhøj er et socialpædagogisk botilbud for voksne med varig fysisk og psykisk funktionsnedsættelse. Skelhøj er beliggende i naturskønne, landlige omgivelser i Veksø, 5 minutters gang fra S-tog station. ",2024-04-05,Veksø Sjælland,https://www.jobindex.dk/vis-job/h1458055
"Kontorelev, hvor kodeordene er struktur, samarbejde og service","I Andel prioriterer vi energi i alle former og forbindelser. Den, som vi giver til hinanden. Den, vi producerer. Den, vi leverer. Det kan du blive en del af.",2024-04-05,Svinninge,https://www.jobindex.dk/vis-job/h1458054
Studentermedhjælper til Økonomi,"Drømmer du om et job i den finansielle branche? Har du lyst til at arbejde i et dynamisk, analytisk og forsikringsøkonomisk miljø? ",2024-04-05,København SV,https://www.jobindex.dk/vis-job/h1458053
Accounting Controller til Fondsregnskab i BankInvest,"Har du lyst til at være en del af et professionelt og engageret team i Fondsregnskab, hvor du får stort ansvar inden for dit eget ansvarsområde? Så er det måske dig, vi søger til rollen som accounting controller i Fondsregnskab med tiltrædelse snarest muligt.",2024-04-05,København K,https://www.jobindex.dk/vis-job/h1458051
Salgssupportelev,Vil du have et spændende og alsidigt job i en international virksomhed? Har du lyst til at grave efter de rigtige løsninger for kunderne?,2024-04-05,Thisted,https://www.jobindex.dk/vis-job/h1458050
Specialist til Fagteam Hus,"Motiveres du af at hjælpe kollegaer med faglig sparring og være med til at sikre, at skadesager behandles korrekt og med et højt fagligt niveau? ",2024-04-05,Odense NV,https://www.jobindex.dk/vis-job/h1458047
Cook Medical vækster og søger derfor personale til aftenproduktion,"Cook Medical arbejdes der med små komponenter og tolerancegrænser, som kræver koncentration, tålmodighed og omhu af medarbejderen under produktionen.",2024-04-05,Bjæverskov,https://www.jobindex.dk/vis-job/h1458046
Projektkoordinator med stærke relationelle kompetencer,"Vil du spille en nøglerolle, så frivillige kan gøre en forskel for børn i udsatte positioner? Vi søger en projektkoordinator til at understøtte og sikre, at venskabsfamilier og børn kan skabe unikke relationer, der styrker børnenes resiliens og fremtid!",2024-04-05,København V,https://www.jobindex.dk/vis-job/h1458044
Studentermedhjælper til Compliance i Sydbank i Aabenraa,"Læser du jura eller erhvervsjura, og har du lyst til sideløbende med dit studie at prøve kræfter med juridisk arbejde i praksis og få et indblik i, hvordan en af Danmarks største banker arbejder med compliance? ",2024-04-05,Aabenraa,https://www.jobindex.dk/vis-job/h1458043
Sæsonmedarbejder – Århus/Vejle-området,"Er du på jagt efter et sjovt og afvekslende job, inden du fx skal starte på dit studie efter sommerferien eller bare gerne vil prøve et afvekslende job?",2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1458039
Er du sygeplejerske eller social - og sundhedsassistent,"Hos os får du et arbejde, hvor du arbejder selvstændigt i vores sundhedsklinik. Du vil her opleve afvekslende sundhedsfaglige opgaver, samt mulighed for tæt samarbejde omkring borgerne med erfarne sundhedsfaglige og socialfaglige kollegaer. ",2024-04-05,Hellerup,https://www.jobindex.dk/vis-job/h1458036
Kreditormedarbejder til koncern i kraftig vækst,Er du fagligt ambitiøs og har erfaring med kreditorbogholderi? Og ønsker du at blive en del af et team med et godt fællesskab med fokus på både personlig og faglig udvikling?,2024-04-05,Glostrup,https://www.jobindex.dk/vis-job/h1458033
Bliv en del af vores dynamiske team hos Serviceerhvervenes Uddannelsessekretariatet (SUS),"Er du en multitasker med et skarpt øje for detaljer og en passion for service? Så har vi den perfekte stilling til dig. Hos SUS værdsætter vi samarbejde og et stærkt fællesskab, og vi søger en ny kollega, der trives i et miljø, hvor ingen dage er ens.",2024-04-05,København V,https://www.jobindex.dk/vis-job/h1458031
IT-supporter,"Stillingen er for dig, der brænder for at arbejde med support af brugere i en stor virksomhed med mange mennesker og flere lokationer. ",2024-04-05,København V,https://www.jobindex.dk/vis-job/h1458030
Projekteringsleder indenfor perroner og føringsveje,,2024-04-05,København V eller Fredericia,https://www.jobindex.dk/vis-job/h1458028
Specialist til forbrugsregnskab,"Krumhardt Matzen søger en specialist til forbrugsregnskaber til vores kunde, som er én af landets største ejendomsadministrationsselskaber. Virksomheden administrerer i dag en portefølje på omkring 1.600 ejendomme for både private foreninger og professionelle investorer og dækker hele Danmark fra København og Aarhus.",2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1458024
Corporate Fundraiser,"Vil du arbejde med den strategiske udvikling af virksomhedspartnerskaber inden for det private erhvervsmarked i Danmark for en af Danmarks største internationale humanitære NGO? Har du erfaring med at opdyrke nye relationer på tværs af sektorer, og kan du engagere nye samarbejder med virksomheder og kommercielle aktører, så har vi stillingen til dig.",2024-04-05,København K,https://www.jobindex.dk/vis-job/h1458022
Koncernregnskabschef til den samlede regnskabsaflæggelse på Børne – og Undervisningsministeriets område,"Har du en solid regnskabserfaring, og vil du være med til at sætte retning for Børne- og Undervisningsministeriets samlede regnskabsaflæggelse?",2024-04-05,København SV,https://www.jobindex.dk/vis-job/h1458021
Studentermedhjælper til Fleet management,"Vi søger en motiveret kollega, som kan arbejde systematisk og er dygtig administrativt. Du vil assistere i diverse opgaver for at skabe mere tid til projektarbejde og lignende.",2024-04-05,Tranbjerg,https://www.jobindex.dk/vis-job/h1458015
Experienced Electronic Engineer – Sustainability,Do you share our passion and commitment for sustainable engineering practices?,2024-04-05,"Skanderborg, Aalborg Øst, Esbjerg Ø, Sønderborg, København K",https://www.jobindex.dk/vis-job/h1458010
QHSE-specialist på sikkerhedsområdet i Danmarks ledende energikoncern,"Kan du se dig selv i en hverdag, hvor du har fingrene dybt nede i vores Arbejdsmiljø og arbejder fokuseret på at skabe en god og sikker hverdag for os alle?",2024-04-05,Virum,https://www.jobindex.dk/vis-job/h1458008
Erfaren Controller med særlige kompetencer indenfor kommunal økonomi,"Til vores interne revision søger vi en medarbejder, som brænder for at understøtte ledere og medarbejdere i korrekt håndtering af de daglige økonomiopgaver og som forhåbentlig også har stor erfaring med afstemninger.",2024-04-05,Fredericia,https://www.jobindex.dk/vis-job/h1458006
Erfaren profil med sort bælte i B2B-marketing,"ELCON er en dynamisk virksomhed med store ambitioner. Vi søger en dygtig og erfaren Marketingansvarlig til at drive vores samlede marketingindsats. For at få succes i denne stilling er det vigtigt, at du har erfaringen og den faglige ballast til både at kunne arbejde på et strategisk niveau, men også eksekvere på opgaver selv.",2024-04-05,Brabrand,https://www.jobindex.dk/vis-job/h1458002
Svensktalende kundeservicemedarbejder (Fleksjob/Studiejob/Deltid/Fuldtid),"Aktiv ServiceCenters formål er at levere konkurrencedygtig kundeservice primært med medarbejdere ansat i fleksjob, eller som på anden måde er på kanten af arbejdsmarkedet. Hos Aktiv ServiceCenter vil du blive en del af et team, hvor vi passer godt på hinanden og lægger en ære i at gøre os umage.",2024-04-05,Hillerød eller København K,https://www.jobindex.dk/vis-job/h1458000
Jurist med interesse for EU- og forvaltningsret og grøn omstilling af landbrug,"I enheden Landbrugsstøtte & Geodata har vi en bred vifte af komplekse juridiske problemstillinger, som vi skal løse i et tværfagligt samarbejde. ",2024-04-05,København V,https://www.jobindex.dk/vis-job/h1457998
Afdelingsleder søges til Margrethelund Plejehjem,Vil du være med til at gøre Margrethelund Plejehjem til det lille plejehjem med store hjerte – er du vores nye afdelingsleder?,2024-04-05,Vedbæk,https://www.jobindex.dk/vis-job/h1457996
Kolleger i nyoprettet sekretariat til forligsstyring i Forsvarsministeriets departement søges,"Vil du være med til at drive den strategiske udvikling i Forsvarsministeriet? Motiveres du af at arbejde i krydsfeltet mellem politik, styring og økonomi? Trives du med en central rolle med mange eksterne snitflader? Så har du muligheden nu!",2024-04-05,København K,https://www.jobindex.dk/vis-job/h1457994
"Erfaren job- og karrierekonsulent, som vil hjælpe Ases ledige kunder i job","Din primære opgave vil i udgangspunktet bestå i at afholde lovpligtige samtaler med vores ledige kunder, men du skal blandt andet også forvente at bidrage med karriererådgivning til medlemmer af vores fagforening, Ase Lønmodtager.",2024-04-05,København SV,https://www.jobindex.dk/vis-job/h1457991
Dygtig og selvstændig køkkenmedarbejder til deltidsstilling,"Hvis du trives i en kvalitetsbevidst kultur og forstår betydningen af god kommunikation og et højt serviceniveau, er du måske personen vi søger.",2024-04-05,Randers C,https://www.jobindex.dk/vis-job/h1457989
QHSE-specialist på miljøområdet med bæredygtige ambitioner i Danmarks ledende energikoncern,"Er du vores nye kollega, der brænder for miljø og bæredygtighed og arbejder struktureret med disse områder?",2024-04-05,Virum,https://www.jobindex.dk/vis-job/h1457986
Vi søger en dygtig servicetekniker til Sjælland,"Vil du arbejde i en global virksomhed, hvor du kan bidrage til en mere bæredygtig fødevareproduktion?",2024-04-05,unknown,https://www.jobindex.dk/vis-job/h1457983
